12/9/2021 9:47:17,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/9/2021 9:48:03,,,,"5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).","Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams).",
12/9/2021 9:49:47,,,Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).,Unlimited attempts on quizzes (instead of the traditional “single attempt”).,"Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams).","Unlimited quiz attempts were very helpful for, appropriately, ""mastery."" Mastery quizzes as a whole were less stressful than traditional exams and more appropriate for a class like this that does not have a lecture-based delivery. Larger teams allowed for team members to specialize in certain tasks and software packages. I did feel that I lost a bit of comprehensive knowledge that would have been gained had I been on a smaller team, but I would definitely preserve 5-6 student teams. Less stress was also the main result of DR1. Teams knew that they were on a good footing with their AMESim models early in the semester and did not have to wait for DR2/week 13 to get major feedback on week 1-6 work."
12/9/2021 9:58:01,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/9/2021 10:02:01,,,,Unlimited attempts on quizzes (instead of the traditional “single attempt”).,"Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/9/2021 10:04:03,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/9/2021 10:07:59,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/9/2021 10:11:54,,,5-6 member design teams (instead of 3-4 member teams).,Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams).",
12/9/2021 12:46:14,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",I think the mastery quizzes/ quizzes in general that had different questions per person (same type just different numbers) worked better than when everyone had the same questions. There's been a lot of talk about answers and people just sharing answers. I like the unlimited attempts because it is way less stressful and allows you to work your way to the right answer if you did not get it the first time.  5-6 member teams were nice too because different people have different workloads at different times or if multiple people were sick we would have more team members to contribute. 
12/9/2021 10:16:13,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/9/2021 10:21:58,,,Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).,Mastery Quizzes (instead of traditional timed exams).,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., 5-6 member design teams (instead of 3-4 member teams).",
12/9/2021 10:24:57,,5-6 member design teams (instead of 3-4 member teams).,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",In a larger team there is less hands on experienced gained per student. I believe that the best way to learn is to learn hands on and the large teams take some of that hands on time and distribute it a little too much.
12/9/2021 10:28:36,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/9/2021 10:29:07,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/9/2021 10:34:25,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/9/2021 10:40:06,,,5-6 member design teams (instead of 3-4 member teams).,"Mastery Quizzes (instead of traditional timed exams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).","Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/9/2021 10:43:38,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/9/2021 10:52:28,,5-6 member design teams (instead of 3-4 member teams).,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",I thought that six team members was too many
12/9/2021 10:59:47,,5-6 member design teams (instead of 3-4 member teams).,Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams).",I think that design review two was very helpful but dr1 wasn’t so much
12/9/2021 11:30:53,,,,"5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).","Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams).","The mastery quizzes as well as the unlimited attempts were paramount for me. It allowed me to take a breath and relax in order to show my knowledge on the subject, and it was nice too because judging off of what I got wrong, I could figure out which areas I was struggling. With this style I was not afraid to make mistakes and then correct my mistakes to help my learning."
12/9/2021 12:05:13,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).","Truly your methodology was brilliant. It allowed me to take my time and plug through an assignment, screw up, dust off, and get back at it with lessons learned. By letting me have multiple attempts you helped me to learn the material better than I would have learned with an all or nothing approach. :-)"
12/9/2021 12:18:04,5-6 member design teams (instead of 3-4 member teams).,Mastery Quizzes (instead of traditional timed exams).,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",,"I felt the size of the teams was to large for the amount of work that needed to be done.  I feel smaller teams would encourage more involvement among team members and overall a better team dynamic.  Furthermore, I feel smaller teams would allow for each individuals thoughts to be expressed more easily, allowing the students with higher expectations to display there work quality easier.  As of now, at least for my group and and myself, I noticed that students whose expectations and standards are higher were able to display that because their opinions were muffled in a larger team setting.  "
12/9/2021 12:33:49,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",,
12/9/2021 13:05:02,,,5-6 member design teams (instead of 3-4 member teams).,Unlimited attempts on quizzes (instead of the traditional “single attempt”).,"Mastery Quizzes (instead of traditional timed exams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).","Larger teams were nice overall, but I think that at times 1 or 2 people could easily slack off while the rest of the team does the work."
12/9/2021 13:12:02,,,5-6 member design teams (instead of 3-4 member teams).,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",,
12/9/2021 13:25:13,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/9/2021 13:30:03,5-6 member design teams (instead of 3-4 member teams).,5-6 member design teams (instead of 3-4 member teams).,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).","Not enough work for 6 member teams. At a any given time, half the team wasn't doing anything."
12/9/2021 14:11:41,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams).","5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).","Two design reviews with intermediate feedback was extremely helpful. 

Also being able to see other teams projects and videos after submission was important to compare to our own project as well as your video feedback and peer comments. "
12/9/2021 15:47:06,,,5-6 member design teams (instead of 3-4 member teams).,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).","There were benefits and disadvantages to having larger group sizes. Splitting up work was not always easy, and there was not always enough work for everyone, but I felt less stress and the amount of work I did have, even in busier times, was more manageable. Perhaps group sizes of 4-5 people would be optimal."
12/9/2021 16:55:11,,,5-6 member design teams (instead of 3-4 member teams).,Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams).","The ability to rectify mistakes in quizzes was very helpful and encouraged learning the material as opposed to memorizing the material for a day. The higher number of people in a team made it hard to find a time to meet and work on projects when we had to record or do similar tasks. The design reviews were nice to have feedback, however especially with the second design review there is no opportunity to improve and as such no reason to care about feedback. For instance if a team scored a 2% on DR2, since the final deliverable where they were supposed to address the feedback they got only scores the specific new information added; I.E fatigue, the feedback is almost pointless, and only serves to make the team feel bad about their work on a vague assignment. Here specifically, the claim that the course is structured for design and improvement falls apart for the student as all they get is a ' you did good or bad' and there is no opportunity to do better."
12/9/2021 18:02:11,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/9/2021 22:09:30,,,,"Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",Unlimited attempts on quizzes (instead of the traditional “single attempt”).,
12/10/2021 9:21:43,,,5-6 member design teams (instead of 3-4 member teams).,Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams).","While 5-6 person teams are great when it comes down to divvying up work, often times there are team members are left out of the assignments. The way it stands now, everything we did this semester could have been done easily with four people. If there are to be teams of 5-6 people, then I believe that the work load should double."
12/10/2021 11:55:41,,,5-6 member design teams (instead of 3-4 member teams).,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/10/2021 14:01:41,5-6 member design teams (instead of 3-4 member teams).,,,Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams).","I didnt like the extra team members because it essentially gave the extra team members who didnt do anything a chance to slack off. My team basically had two people to all the technical work, and one person who only contributed to formatting the deliverables, allowing the other three to get by the entire semester without putting in hardly any work, even when prompted and assigned work. The unlimited attempts on the quizes with the question banks were extremely valuable in my eyes, because it allowed me the chance to backtrack and understand where I was going wrong, and then fix it. "
12/10/2021 19:38:01,,5-6 member design teams (instead of 3-4 member teams).,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).","Thoughts on team size:
The teams of 5-6 is a good idea in theory, but it leads to less accountability to do work in the group. We understand that we are all adults here trying to reach a common goal, and that means that some weeks are busy. In my experience this semester, those individuals who were busy the first few weeks were ""busy"" all the time. One member of my group did not even show up to class or any meetings in the last 3 weeks. He did nothing with the final poster other than the video. Another individual showed up to class, but was hesitant to do any work, even when others offered to help. In the end, it was a team of 3-4 anyways that was doing all the work. I thought this may have just been my experience, but from talking to colleagues in other groups, it seems to be a common theme. 

Thoughts on mastery quizzes:
Mastery Quizzes with unlimited attempts is very valuable. If I got a question or two wrong, it drove me to find my source of error and fix it for the next attempt. It forced me to work with the given program more, making me more skilled in its use. Also it is more forgiving if, for example, I did not have consistent units and had the wrong order of magnitude. I thought the procedure and content for these quizzes was fair given there are unlimited attempts."
12/12/2021 14:45:03,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",Love the structure of the class 
12/12/2021 15:20:02,,,,,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams)., 5-6 member design teams (instead of 3-4 member teams)., Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).",
12/12/2021 23:03:54,,5-6 member design teams (instead of 3-4 member teams).,,Two design reviews with DR-1 providing intermediate feedback on your design(instead of a single final presentation).,"Unlimited attempts on quizzes (instead of the traditional “single attempt”)., Mastery Quizzes (instead of traditional timed exams).",I enjoyed having teams of 6 from the standpoint that we had lots of different ideas and opinions working on the projects but it was really difficult sometimes to delegate work in a manner that gave everyone something to work on.  But I did enjoy teams of 6 there were just times that there wasn't enough work to go around.
